subgraph, indices
VIKDUP-subgraph-0, 1 7 8 3 4 2 5 18 
VIKDUP-subgraph-2, 36 22 25 23 19 21 26 20 
VIDMIH-subgraph-0, 1 39 50 6 51 59 55 40 52 53 54 60 61 62 57 58 56 41 42 11 14 43 44 45 46 49 47 48 
SIGXIR-subgraph-0, 1 49 3 60 47 50 58 6 61 69 35 48 51 52 59 56 7 15 62 63 67 70 2 36 53 54 57 9 8 4 13 65 64 68 37 45 55 10 11 20 5 14 66 38 39 43 46 12 21 16 23 41 40 44 22 17 18 19 24 42 25 26 27 
LEXNUX-subgraph-0, 1 2 19 20 21 41 18 40 42 43 44 45 46 47 17 38 39 36 37 16 9 34 35 5 8 10 6 13 7 22 23 24 11 33 31 32 12 25 26 27 28 29 30 
SAYJAE-subgraph-2, 3 43 41 34 42 39 35 31 37 40 36 33 6 32 38 19 7 20 21 22 9 10 8 5 23 11 4 29 25 24 12 13 17 27 30 26 14 15 18 28 16 
XADTOM-subgraph-0, 1 3 12 6 7 17 2 18 54 47 68 61 4 5 57 55 56 49 50 48 69 70 71 62 63 64 26 19 33 40 58 59 60 51 52 53 73 74 72 65 66 67 27 28 29 20 21 22 34 35 36 41 42 43 30 31 32 25 23 24 37 38 39 44 45 46 
JIKYAD-subgraph-0, 1 2 18 3 19 20 17 43 44 4 21 22 41 42 16 5 15 40 6 23 24 14 38 39 25 26 7 36 13 37 27 8 12 9 28 29 34 11 35 10 30 31 33 32 
HICQAO-subgraph-1, 2 11 12 21 7 26 8 40 9 31 15 27 36 10 5 34 45 3 20 28 53 37 47 13 22 6 49 35 57 46 4 18 38 54 55 48 14 16 23 32 50 51 58 19 43 39 24 56 17 29 33 52 41 44 25 30 42 
INAXIG-subgraph-1, 2 3 11 5 16 6 14 17 8 15 10 22 9 24 20 23 25 18 21 26 27 12 19 28 13 29 30 31 32 40 33 34 38 7 35 36 39 41 52 37 42 50 53 61 43 44 51 48 54 55 59 62 45 46 49 57 56 60 47 58 
UBIHIY-subgraph-2, 3 4 45 47 52 28 46 31 25 34 48 5 53 10 29 30 33 22 32 26 27 16 19 36 35 41 6 51 54 11 12 7 23 24 17 18 13 20 21 42 39 37 49 9 8 14 15 40 43 38 50 44 
YOKTAW-subgraph-0, 1 45 11 16 28 37 53 15 8 33 38 39 54 55 56 18 20 7 34 35 36 57 58 59 19 40 17 21 14 5 22 4 2 13 23 29 24 30 31 32 25 26 27 
YOKTEA-subgraph-1, 2 55 11 14 20 59 76 9 39 60 61 72 68 77 78 19 17 62 73 74 75 69 70 71 50 18 32 63 56 3 12 8 24 5 26 51 25 27 28 29 52 53 54 
FUMGEB-subgraph-0, 0 69 70 10 3 1 23 11 12 7 4 2 24 25 36 13 21 8 9 5 6 26 34 37 45 14 15 19 22 27 28 32 35 38 39 43 46 16 17 20 29 30 33 40 41 44 18 31 42 
EGUVOR-subgraph-2, 3 24 25 22 26 15 20 23 19 14 21 7 
EGUVOR-subgraph-3, 4 48 49 46 50 16 44 47 43 8 45 9 
EGUVOR-subgraph-4, 5 40 41 38 17 42 36 39 10 35 37 11 
EGUVOR-subgraph-5, 33 18 32 34 27 12 6 30 28 13 31 29 
QAXCIB-subgraph-1, 2 9 10 8 11 22 21 7 6 23 20 5 18 19 
VEJLEB-subgraph-4, 40 18 41 19 25 20 45 24 42 21 44 22 43 23 
LEFKAL-subgraph-2, 7 43 44 8 51 45 50 52 9 46 11 48 10 47 12 49 
LEFKAL-subgraph-3, 13 53 14 54 61 55 60 62 15 56 17 58 16 57 18 59 
FOJYEJ-subgraph-1, 2 4 5 15 14 3 35 22 16 12 6 36 44 20 31 17 23 10 13 7 8 37 38 42 45 19 21 33 34 32 18 25 26 24 11 9 39 40 43 27 41 28 29 30 
DECBAP-subgraph-0, 0 1 29 31 17 22 30 25 26 58 14 24 21 23 51 47 27 15 28 16 54 55 18 2 10 6 44 53 50 52 3 4 5 11 12 13 8 9 7 45 56 57 46 48 36 32 40 37 38 39 33 34 35 41 42 43 
ELEKOW-subgraph-1, 2 3 6 31 11 7 8 32 40 10 21 9 33 34 41 38 12 18 4 35 36 39 13 14 15 19 20 22 37 17 16 30 23 28 52 42 24 26 29 58 53 54 43 44 48 25 27 59 60 61 57 55 56 45 46 47 49 50 51 
HEVCOB-subgraph-1, 2 10 3 4 11 8 5 6 12 13 14 9 7 26 15 27 24 17 16 25 23 18 22 19 20 21 
HEVCOB-subgraph-3, 29 37 30 31 35 38 33 32 36 41 39 40 34 42 53 43 44 51 54 50 45 52 49 46 47 48 
IYUJET-subgraph-1, 2 19 7 3 11 6 8 18 20 10 31 25 26 27 28 17 24 4 5 30 13 22 38 12 16 23 32 36 14 15 37 9 33 34 21 29 35 
IYUJET-subgraph-3, 40 57 45 41 49 44 46 58 56 69 48 65 63 64 66 42 43 62 55 68 50 54 60 76 51 52 53 74 61 70 47 71 59 72 75 67 73 
KALTID-subgraph-1, 2 25 3 14 26 34 4 12 15 23 27 28 35 32 5 6 10 13 17 16 21 24 29 30 36 33 7 8 11 18 19 22 31 37 9 20 45 38 43 46 39 40 42 44 41 47 49 50 48 
VIVKIV-subgraph-0, 0 1 31 15 2 3 16 24 4 5 17 18 25 22 13 6 19 20 23 11 14 29 7 21 9 12 8 10 
UTEQUI-subgraph-0, 1 23 21 24 20 22 25 26 27 8 2 28 10 11 12 9 16 13 14 15 29 17 18 19 36 30 35 37 31 32 33 4 3 34 
XISFIR-subgraph-1, 2 18 6 7 15 4 13 24 19 14 22 25 30 28 20 21 23 31 29 3 8 9 16 10 5 17 26 11 27 12 
XISFIR-subgraph-3, 33 49 37 38 46 35 44 55 50 45 53 61 56 51 59 52 54 62 60 34 39 47 40 57 48 41 36 42 58 43 
NESSEN-subgraph-0, 1 11 12 10 6 20 22 3 28 7 36 21 42 23 29 30 31 8 26 37 43 13 15 27 18 14 2 24 19 16 38 25 17 41 39 40 
FUGWAH-subgraph-1, 2 8 24 9 10 22 6 7 11 12 13 3 19 23 25 35 26 45 14 15 16 4 5 20 21 27 41 36 37 31 51 46 47 17 18 28 29 30 42 43 44 38 39 40 33 34 32 52 53 54 49 50 48 
HINJAQ-subgraph-2, 69 59 61 57 60 62 63 58 56 64 54 51 55 52 53 
NINWIU-subgraph-2, 3 15 32 10 6 5 23 12 17 8 13 20 26 27 4 11 16 9 25 24 14 30 31 21 22 7 28 29 18 19 
CIVCOA-subgraph-0, 1 3 51 14 4 12 26 15 23 5 6 10 13 25 27 17 16 21 24 7 8 11 33 28 29 18 19 22 9 34 31 30 20 49 35 36 32 50 37 40 41 38 45 42 43 44 39 46 47 48 
ECOPEU-subgraph-1, 2 26 3 36 27 28 32 24 42 37 38 29 30 31 33 34 35 25 22 43 44 45 41 39 40 17 20 23 18 16 21 19 4 5 15 14 46 6 12 49 47 48 7 8 10 13 50 51 52 9 11 53 54 55 57 58 56 
NUSGUF-subgraph-0, 1 38 10 12 42 11 13 39 43 44 14 41 40 45 46 47 48 3 4 5 
NUSGUF-subgraph-1, 2 49 17 15 18 53 50 16 19 54 55 51 52 56 57 58 59 6 7 
KIGSOJ-subgraph-2, 3 20 6 24 21 22 23 7 15 25 26 27 9 8 4 13 10 11 5 16 14 12 19 17 28 32 18 29 30 31 33 34 35 
TOWPOK-subgraph-0, 1 16 12 14 19 35 17 13 7 8 3 4 15 22 20 18 36 37 44 45 23 38 39 40 5 6 46 47 48 21 41 42 43 
POSVUO-subgraph-0, 1 2 4 42 3 5 43 51 47 20 16 24 6 14 44 45 46 52 53 54 49 50 48 21 22 23 17 18 19 25 26 27 7 8 12 15 9 10 13 11 
ZETDIN-subgraph-0, 1 20 6 18 11 4 7 19 16 9 12 3 5 8 17 14 10 13 2 21 15 22 30 23 24 28 31 25 26 29 27 
ZETDIN-subgraph-1, 32 51 37 49 42 35 38 50 47 43 40 34 36 39 45 48 44 41 33 52 46 53 61 54 55 59 62 57 56 60 58 
GEZNUW-subgraph-0, 1 4 5 2 3 13 6 19 33 40 11 14 7 8 27 20 34 35 36 41 42 43 10 12 9 25 28 21 22 37 38 39 44 45 46 15 26 24 23 17 18 16 29 30 31 32 
LOMSAH-subgraph-1, 2 27 44 22 19 28 29 10 23 24 13 6 11 12 5 25 26 34 42 14 40 45 15 3 35 43 38 41 17 16 46 7 39 9 18 8 4 32 30 33 36 20 31 37 21 
NULGEJ-subgraph-1, 2 6 5 7 4 8 16 17 18 9 10 14 3 27 19 11 12 15 25 28 20 21 13 26 23 22 24 
CIKGUY-subgraph-0, 0 1 2 12 3 13 4 36 37 38 5 6 30 31 32 8 7 9 33 34 35 10 11 14 15 41 39 40 
CIKGUY-subgraph-1, 16 17 21 42 18 20 45 19 22 44 43 28 23 24 26 25 46 47 27 51 52 49 50 48 53 54 55 
VUHVOK-subgraph-0, 1 10 4 16 11 15 5 17 21 43 12 14 47 6 18 48 20 52 44 13 46 9 7 8 49 19 51 45 41 42 40 34 35 36 37 38 39 50 
KACROY-subgraph-1, 2 4 5 12 13 42 6 11 7 14 22 43 10 47 8 33 15 17 21 9 46 44 34 32 16 48 18 20 53 45 35 60 41 23 49 50 19 52 36 61 40 3 31 51 37 65 39 24 26 30 38 62 64 25 54 27 59 29 63 55 28 56 58 57 
EJIMEQ-subgraph-0, 0 1 2 3 62 4 5 63 70 6 66 67 14 7 22 41 16 15 64 20 23 31 32 39 17 18 8 21 24 25 29 33 40 37 19 9 10 11 26 27 30 34 35 38 65 12 13 28 36 71 69 61 59 52 57 60 51 53 58 55 49 42 54 56 50 47 43 68 48 45 44 46 
FODXOL-subgraph-1, 2 4 20 21 
FODXOL-subgraph-2, 3 5 22 23 
JARSEA-subgraph-1, 2 10 9 11 14 3 12 13 15 4 5 25 22 7 42 43 23 47 16 6 24 17 26 27 44 45 46 28 29 8 18 19 30 31 32 33 34 35 
FACJOI-subgraph-0, 1 5 2 6 15 7 17 18 16 9 22 8 38 39 40 41 42 21 35 36 37 26 27 20 25 23 24 
FACJOI-subgraph-1, 33 14 34 12 32 11 28 13 10 29 30 31 3 4 
CUJHIA-subgraph-1, 2 33 27 32 34 35 25 28 4 36 26 23 29 30 37 22 24 31 38 39 40 8 41 49 5 6 42 43 50 47 7 3 44 45 48 9 46 10 14 18 11 12 13 17 15 16 19 20 21 
FODQAQ-subgraph-2, 33 34 35 36 47 37 45 48 56 38 39 43 46 49 50 57 54 41 40 44 51 52 55 42 53 
SASVUF-subgraph-1, 2 4 12 22 6 5 14 9 18 13 3 23 24 7 8 17 15 16 10 11 19 20 21 25 29 26 27 28 30 31 32 
ALESEQ-subgraph-0, 1 2 4 10 8 9 21 11 3 5 27 22 23 17 12 13 6 7 28 29 30 25 26 24 18 19 20 14 15 16 
ALESEQ-subgraph-1, 31 34 40 38 32 39 51 41 33 35 57 52 53 42 43 47 36 37 58 59 60 54 55 56 44 45 46 49 50 48 
GOHCEL-subgraph-3, 36 44 37 43 45 41 38 42 46 39 40 53 51 47 54 52 49 50 48 57 55 56 
DESVAZ-subgraph-0, 0 1 34 9 2 3 10 7 4 5 11 15 8 6 12 13 14 16 17 
FEQHUH-subgraph-1, 2 33 3 23 34 35 39 7 25 29 24 36 37 38 41 42 40 13 8 26 27 28 30 31 32 12 14 9 10 5 4 11 19 15 20 21 22 17 18 16 
QONSES-subgraph-0, 1 10 15 9 11 13 16 2 12 14 17 8 27 18 19 21 23 28 29 30 20 22 25 26 24 33 31 32 
IMUHAA-subgraph-1, 2 65 5 6 7 66 67 68 28 27 29 26 34 30 31 25 19 33 57 32 49 24 4 20 63 58 59 50 51 22 55 10 8 21 61 64 60 52 53 23 56 9 11 3 62 54 17 12 13 35 18 15 14 36 37 38 16 39 47 41 40 45 48 42 43 46 44 
DAQWOL-subgraph-1, 2 11 21 24 19 12 25 4 31 43 28 6 17 20 3 13 26 27 23 22 33 34 32 44 45 46 29 30 18 15 50 47 14 5 39 35 16 9 69 54 57 51 7 41 42 40 36 37 38 49 70 71 72 48 55 56 58 59 60 52 53 65 8 61 66 67 68 62 63 64 
DUJQUU-subgraph-0, 1 50 28 39 51 52 53 29 37 40 48 2 54 63 30 31 35 38 41 42 49 46 59 55 64 72 33 32 36 43 44 47 60 61 62 57 58 56 65 66 73 70 34 45 67 68 71 69 
HOXBOM-subgraph-2, 3 9 20 53 10 18 21 29 4 5 54 11 12 19 16 22 23 27 30 42 31 6 7 8 13 14 17 25 24 28 43 51 32 40 66 55 15 26 44 45 49 52 33 34 41 38 67 75 56 64 46 47 50 35 36 39 68 69 73 76 57 58 65 62 48 37 70 71 74 59 60 63 72 61 
ATAHUY-subgraph-2, 3 5 13 6 7 11 14 9 8 12 29 15 16 10 26 30 31 25 27 28 39 32 4 23 37 40 33 34 17 21 24 36 38 35 18 19 22 41 20 42 43 44 
CEGNOS-subgraph-0, 0 8 1 56 9 6 2 10 60 4 7 3 11 12 13 57 62 63 5 14 22 15 20 23 16 24 18 21 17 25 26 27 19 
CEGNOS-subgraph-1, 28 58 36 29 61 34 37 38 30 64 65 59 32 35 40 41 39 31 42 33 50 43 48 51 44 52 49 46 45 53 54 55 47 
SICLEX-subgraph-5, 6 9 10 7 8 11 12 16 13 14 15 17 18 19 
GEQZOS-subgraph-4, 5 10 37 11 12 13 34 38 39 6 14 15 9 35 36 16 31 17 18 19 33 28 32 20 21 7 29 30 8 22 25 23 24 26 27 
HOGNOH-subgraph-2, 3 17 18 16 19 20 7 23 4 21 9 10 5 22 8 11 12 13 24 14 15 25 31 26 32 29 40 27 28 33 34 35 30 41 42 43 36 37 38 39 
DOTRIP-subgraph-0, 1 26 11 20 71 27 39 59 37 65 8 6 47 28 61 53 40 57 60 38 55 66 63 9 17 41 7 51 48 43 62 54 49 58 56 12 64 18 42 45 52 44 50 19 46 13 14 15 5 24 2 25 33 3 35 34 36 
QIJRIM-subgraph-0, 1 13 11 14 9 12 7 15 10 8 16 5 17 3 18 19 20 23 21 22 25 24 
QIJRIM-subgraph-1, 2 32 33 30 26 34 28 31 27 35 29 6 4 36 37 42 38 39 43 44 41 40 
CTMORP-subgraph-0, 1 4 6 15 9 5 8 12 7 10 11 3 13 14 
TEZCIN-subgraph-1, 2 5 14 3 15 12 6 23 16 11 13 7 21 24 17 4 9 25 8 19 22 18 29 40 10 26 27 28 20 30 38 41 49 31 32 36 39 42 43 50 47 33 34 37 44 45 48 35 46 
YOGLIP-subgraph-0, 1 4 5 8 6 7 9 13 34 35 36 37 38 10 39 43 12 11 40 42 41 
YOGLIP-subgraph-1, 2 14 18 15 19 23 17 16 49 20 53 22 46 47 48 44 45 50 21 52 51 
YOGLIP-subgraph-2, 3 24 25 28 26 27 33 29 54 55 57 58 56 63 32 59 30 62 31 60 61 
GUKHOJ-subgraph-0, 1 5 6 3 4 
GODHEM-subgraph-0, 1 5 6 7 8 9 10 3 26 11 27 28 29 12 13 14 30 31 32 17 15 16 18 19 4 33 20 34 35 36 21 22 23 37 38 39 25 2 24 
MOHNIA-subgraph-0, 1 5 23 10 18 12 29 30 31 20 22 7 35 36 37 41 42 43 16 25 15 9 14 3 4 8 24 13 11 19 21 17 6 33 34 32 38 39 40 26 27 28 2 
YOBBAT-subgraph-0, 1 17 28 5 6 18 26 29 30 50 7 15 19 20 27 24 2 31 51 59 9 8 13 16 21 22 25 37 33 32 52 53 57 60 10 11 14 23 3 35 34 54 55 58 12 4 38 36 56 41 42 39 46 43 44 45 40 49 47 48 
OPABIR-subgraph-0, 0 1 50 44 2 10 43 12 3 4 8 11 51 52 13 5 6 9 18 14 22 26 34 30 7 19 20 21 16 17 15 24 25 23 27 28 29 35 36 37 32 33 31 
REBJIV-subgraph-1, 2 6 7 16 3 14 8 17 18 19 23 12 15 9 20 21 22 25 26 24 11 13 10 27 28 29 30 4 5 31 33 34 32 
WIQFUZ-subgraph-0, 1 17 2 18 14 11 25 13 12 5 26 27 4 16 9 15 28 21 3 10 23 36 40 22 33 19 24 37 38 39 41 34 35 29 20 30 31 32 
CIHGEH-subgraph-0, 0 19 1 75 20 21 76 2 3 7 22 4 5 8 30 23 6 9 17 28 31 24 41 10 11 18 15 26 29 32 33 37 25 42 43 47 12 13 16 27 34 35 36 40 38 39 44 45 46 48 49 50 14 
DOFGAH-subgraph-0, 1 2 16 26 3 17 18 22 27 35 4 5 19 20 21 25 23 24 28 29 33 36 6 30 31 34 12 7 8 32 13 14 15 9 10 11 
ODUMOS-subgraph-0, 1 33 36 34 35 32 37 38 39 30 23 41 5 40 28 31 4 24 42 26 29 20 25 43 44 45 27 19 21 22 6 46 47 17 7 48 18 15 12 49 50 51 13 16 9 2 52 53 14 10 11 3 54 8 57 55 56 64 58 65 62 59 60 63 61 
HAPFOT-subgraph-0, 1 26 3 20 27 31 4 38 25 21 66 28 30 70 5 32 65 24 61 22 67 29 69 6 39 33 37 23 64 62 68 2 7 34 71 75 36 63 9 10 8 35 72 74 43 44 45 46 47 48 41 42 40 73 
KIPFOE-subgraph-1, 2 17 3 7 16 18 19 4 11 8 20 5 21 10 15 9 12 6 22 14 34 35 36 13 25 26 27 23 24 33 31 32 28 29 30 
FOVYEW-subgraph-0, 0 65 66 3 5 1 15 4 13 6 2 16 23 11 14 8 7 17 18 21 10 12 9 19 20 22 67 68 24 28 32 36 25 26 27 29 30 31 33 34 35 37 38 39 
FANTIZ-subgraph-0, 0 1 2 30 3 4 8 5 6 9 7 32 10 31 11 17 14 12 13 18 26 16 15 19 20 24 27 21 22 25 23 
YAHGUM-subgraph-2, 66 67 68 69 80 78 70 79 72 73 71 
TOXHOD-subgraph-0, 1 24 25 23 2 26 35 28 3 27 50 29 22 5 4 34 30 49 21 48 33 10 6 31 46 47 9 32 7 8 
YOBHEE-subgraph-1, 47 48 49 50 63 51 77 64 61 52 60 65 62 53 54 58 66 67 71 56 55 59 68 69 70 72 73 74 57 
HUBMIC-subgraph-0, 0 1 2 21 3 4 7 9 5 8 10 22 6 23 24 11 26 12 19 13 17 20 25 14 18 15 16 
HUBMIC-subgraph-3, 30 51 31 32 37 33 34 35 38 39 36 52 40 53 41 54 42 56 49 43 50 47 44 55 45 48 46 
TABPIX-subgraph-0, 1 14 7 12 15 4 8 10 13 17 3 16 2 5 6 9 11 18 20 19 21 29 22 23 27 30 25 24 28 26 
AKELAD-subgraph-3, 4 17 18 14 33 31 32 34 35 36 13 15 16 12 8 24 25 26 27 28 29 30 11 23 9 19 10 22 20 21 
OJUNIR-subgraph-0, 0 1 10 46 2 3 8 47 11 4 5 9 6 21 17 12 13 49 7 27 22 23 18 19 20 16 14 15 35 28 29 30 24 25 26 36 44 37 38 42 45 40 39 43 41 
BESPIA-subgraph-1, 2 18 13 19 16 12 14 20 56 17 11 45 15 4 21 57 65 9 3 46 54 25 22 23 58 59 66 63 10 7 6 47 48 52 55 26 24 60 61 64 8 33 49 50 53 27 67 62 34 32 51 28 5 68 76 35 43 30 29 69 70 74 77 36 37 41 44 31 71 72 75 38 39 42 73 40 
XUCRUI-subgraph-2, 3 17 25 14 6 18 16 45 46 47 34 35 36 5 7 19 23 20 15 9 4 12 8 24 41 39 40 21 22 10 11 28 29 30 13 42 43 44 37 38 26 27 33 31 32 
MICSEY-subgraph-2, 3 9 49 6 10 11 12 50 61 13 14 7 51 52 59 62 45 15 53 54 60 46 47 48 17 18 16 55 19 20 8 57 58 56 41 21 42 43 44 22 23 24 25 26 4 27 5 35 28 33 36 29 30 34 32 31 37 38 39 40 
EGIBUU-subgraph-2, 5 11 28 6 83 12 27 29 82 84 13 25 30 31 10 77 14 15 26 24 7 32 68 69 78 16 22 45 8 33 37 66 70 81 79 80 17 18 20 23 46 34 35 36 38 65 67 73 71 72 19 21 47 48 41 39 40 9 57 74 75 76 49 42 43 44 58 50 59 60 61 51 52 53 62 63 64 54 55 56 
EWAMUM-subgraph-3, 6 9 7 8 10 11 28 12 13 14 29 30 31 17 15 16 18 26 19 20 27 24 21 22 25 23 
CIYQOT-subgraph-1, 2 37 38 3 35 53 39 34 36 51 40 48 31 49 52 41 42 46 33 4 32 50 43 44 47 6 7 45 5 9 8 11 10 18 12 27 16 19 13 28 29 30 17 15 20 21 22 14 23 25 26 24 
OWEPIQ-subgraph-1, 2 9 3 27 38 10 8 28 36 39 47 11 12 7 29 30 34 37 41 40 45 48 13 14 6 31 32 35 42 43 46 15 16 33 44 4 5 26 17 24 18 25 22 19 20 23 21 
LOKKOO-subgraph-2, 3 9 19 8 10 11 15 20 21 4 12 13 14 17 18 16 22 23 29 24 28 30 25 26 31 5 27 36 32 40 57 44 37 38 39 33 34 35 41 42 43 58 55 6 56 45 51 46 47 52 53 54 49 50 48 
GOSZOG-subgraph-1, 2 3 7 8 16 9 10 4 14 11 12 5 15 13 17 18 26 19 20 6 24 21 22 27 25 23 28 29 30 39 31 37 40 33 32 35 38 34 36 
SIOCRU-subgraph-3, 9 10 39 16 11 40 46 15 17 41 12 45 14 18 19 20 42 13 44 30 31 32 33 34 35 36 37 38 43 
CAPNUF-subgraph-1, 2 3 6 4 5 7 13 9 10 8 14 15 16 17 11 12 
CAPNUF-subgraph-2, 33 34 28 30 29 22 31 32 21 23 20 19 24 25 26 27 
BUWTUJ-subgraph-0, 0 1 74 9 2 3 11 22 10 7 4 5 12 20 23 31 8 6 13 14 18 21 24 25 75 29 16 15 19 26 27 32 43 54 30 17 28 33 41 44 52 76 55 34 35 42 39 45 46 50 53 73 59 56 57 58 36 37 40 48 47 51 67 60 38 49 65 68 61 62 64 66 63 69 72 70 71 
DESDOX-subgraph-0, 1 33 4 39 41 34 45 3 5 51 55 40 42 43 44 46 47 48 11 13 6 7 52 53 54 57 58 56 9 12 18 28 8 10 19 27 20 21 25 77 22 23 26 49 59 24 65 50 61 73 60 69 66 67 68 62 63 64 74 75 76 70 71 72 
DALFIJ-subgraph-1, 2 5 15 4 28 30 16 3 27 35 29 31 9 36 10 11 12 13 14 32 33 34 37 38 39 40 
FUTZAV-subgraph-0, 1 3 38 39 40 4 2 20 26 5 14 25 21 27 31 32 19 15 62 24 58 22 28 63 67 30 33 37 57 18 53 16 61 23 59 29 64 66 34 68 36 72 17 56 54 60 65 35 69 71 55 70 
COZCIF-subgraph-1, 2 3 4 5 6 14 8 7 12 15 9 10 13 76 11 
IGOLOH-subgraph-2, 3 18 5 25 19 10 6 34 23 26 20 11 12 13 9 7 8 35 36 37 22 24 27 28 29 21 4 14 30 38 17 15 16 33 31 32 45 39 43 54 46 40 42 44 57 55 56 49 47 48 41 50 51 52 53 
WEVWAV-subgraph-1, 2 3 6 4 13 11 7 19 5 18 14 10 40 37 8 20 24 25 17 48 44 15 9 39 38 49 21 53 23 26 30 47 16 45 12 50 22 52 27 54 57 29 46 41 42 43 51 28 55 56 31 58 59 60 
YOHPIV-subgraph-1, 2 16 5 7 17 6 14 8 18 26 12 15 9 19 20 27 24 10 13 4 21 22 25 11 3 28 39 23 29 37 40 48 30 31 35 38 41 42 49 46 33 32 36 43 44 47 34 45 
PEXTOB-subgraph-0, 1 10 15 3 11 22 33 34 35 14 12 23 8 13 31 32 9 26 25 24 2 29 27 28 30 
OYEKAH-subgraph-1, 2 12 14 11 6 21 15 16 40 22 38 19 4 43 51 39 34 13 28 44 45 46 52 53 54 41 35 23 8 42 36 24 33 37 3 5 25 17 26 27 9 18 47 10 55 49 50 48 57 58 56 
EQOCEV-subgraph-1, 2 14 8 22 15 9 4 21 23 17 16 10 3 5 6 7 19 28 30 24 18 11 12 13 43 20 26 29 33 31 32 25 51 44 27 34 35 36 50 52 45 46 37 38 39 57 48 59 53 47 41 42 40 58 55 49 60 61 62 54 56 65 63 64 66 67 68 69 70 71 
HEDZOJ-subgraph-0, 0 72 1 2 3 8 71 9 4 11 10 5 6 7 12 13 70 14 15 69 16 20 17 18 19 21 22 23 24 25 68 26 36 27 28 29 37 38 39 32 30 31 40 41 67 33 34 35 66 46 49 42 47 50 43 44 45 48 64 51 65 52 53 58 54 59 60 61 56 57 55 
CICKIM-subgraph-1, 2 10 17 7 18 6 9 8 5 15 25 11 58 23 53 16 26 13 12 37 45 24 54 14 40 38 46 41 
CICKIM-subgraph-2, 3 39 28 21 27 29 22 30 49 43 42 19 50 51 44 47 57 31 33 20 52 55 48 35 32 34 56 36 
ROSBOQ-subgraph-2, 3 11 28 29 6 12 15 50 51 52 53 54 55 10 7 13 22 27 14 9 21 8 16 26 5 23 49 47 48 31 30 38 39 40 20 17 4 44 45 46 25 41 24 35 36 37 18 32 19 43 42 33 34 
SOTQUO-subgraph-2, 2 3 4 39 5 6 10 8 7 11 9 12 40 13 45 14 15 32 46 47 16 17 18 33 34 35 41 19 20 21 22 23 24 42 25 26 30 27 28 31 29 
PMHPYN-subgraph-0, 0 18 13 5 15 11 14 39 16 12 31 41 38 3 4 1 2 17 37 25 26 27 28 29 30 19 20 21 24 22 23 42 
OXAKOQ-subgraph-0, 1 9 10 20 8 11 19 2 3 12 13 17 30 21 14 15 18 28 22 16 26 29 23 24 27 25 
SOCJUS-subgraph-2, 3 9 4 5 6 10 14 8 7 32 11 12 15 33 34 27 16 13 26 28 17 18 22 25 29 30 19 23 24 31 20 21 
BOCGIN-subgraph-2, 3 20 22 21 16 25 23 24 17 14 26 27 4 18 6 12 15 28 5 40 11 19 13 29 30 31 41 42 37 7 33 34 32 38 39 9 10 8 35 36 
ALUNOM-subgraph-0, 0 32 1 2 7 3 4 8 6 5 9 33 10 34 14 11 12 15 13 
ALUNOM-subgraph-1, 16 17 18 35 19 20 23 21 22 24 25 26 36 27 28 37 30 29 31 
EDIGUT-subgraph-0, 0 16 17 27 14 28 29 30 13 23 15 12 8 25 26 24 11 22 9 18 10 21 19 20 
YIFBOE-subgraph-0, 1 4 12 7 3 36 35 17 13 6 8 2 22 18 47 16 43 14 11 9 39 25 23 24 19 20 21 46 15 44 10 42 40 65 63 64 57 58 59 60 61 62 49 50 48 51 52 53 54 55 56 45 41 
XEHBEV-subgraph-1, 2 43 53 63 8 49 44 45 59 54 55 65 69 64 9 7 50 51 52 46 47 48 60 61 62 57 58 56 66 67 68 70 71 72 10 11 3 15 12 13 16 14 17 18 4 19 31 20 21 22 33 34 32 5 23 35 6 29 25 24 36 37 41 27 30 26 38 39 42 28 40 
AXESIG-subgraph-1, 2 4 8 28 5 9 7 65 63 64 6 10 3 29 11 12 16 66 67 68 13 14 17 15 18 26 19 20 27 24 21 22 25 23 
PAQQAC-subgraph-0, 1 10 9 5 17 8 3 6 2 7 11 15 4 18 19 12 13 16 20 21 22 14 23 24 25 26 27 
PAQQAC-subgraph-1, 28 37 36 32 35 44 33 30 34 29 42 38 31 45 46 39 43 40 49 47 48 41 50 51 52 53 54 
MOMQEK-subgraph-2, 3 33 4 29 8 34 35 36 37 30 31 32 9 6 42 38 46 10 18 5 7 43 44 45 41 39 40 49 47 48 11 12 16 19 13 14 17 20 21 22 15 25 23 24 26 27 28 
TAMSUZ-subgraph-0, 1 23 22 24 43 20 40 25 36 39 4 5 9 19 21 41 42 8 26 27 37 38 2 3 52 44 17 6 61 28 7 48 53 54 55 45 46 47 18 15 11 29 30 34 49 50 51 13 16 12 31 32 35 14 33 
WAZDIK-subgraph-2, 13 18 26 23 27 28 29 22 24 57 58 59 54 55 56 60 61 62 50 21 25 48 19 30 47 20 31 34 49 32 33 45 53 52 
QABLOW-subgraph-0, 0 8 1 48 5 9 10 11 2 12 7 4 32 6 3 13 14 15 24 16 33 34 35 28 25 26 27 41 42 29 30 31 17 18 19 20 21 22 23 
NAPYOS-subgraph-0, 1 13 21 31 14 15 16 27 22 23 33 37 32 4 5 28 29 30 25 26 24 34 35 36 38 39 40 17 18 19 20 
MIKWIM-subgraph-0, 0 9 18 19 20 1 10 27 28 29 30 31 32 33 34 35 17 11 21 12 16 22 13 26 15 14 23 25 24 
