,core,ligands
MALBEI,Au,ligand1-0 ligand2410-0
BILPAP,Pd,ligand1-0 ligand1-0 ligand18031-0
SEJTEI,Pt,ligand1-0 ligand1-0 ligand1463-0
ZAQQAM,Pd,ligand226-0 ligand4149-0
KOPSUD,Pd,ligand1-0 ligand1-0 ligand27735-0
WABCUX,Rh,ligand45-0 ligand250-0 ligand25110-0
MAFYOK,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand8396-0
RUDVIW,Cd,ligand279-0 ligand279-0 ligand17580-0
HIMRIE,Fe,ligand4-0 ligand4-0 ligand4-0 ligand25825-0
EDAYIT,Zn,ligand320-0 ligand11270-0
GAKDIF,Hg,ligand3-0 ligand3-0 ligand27007-0 ligand27007-0
IKUMOR,Ni,ligand365-0 ligand22185-0
POZNIC,Pt,ligand1-0 ligand430-0 ligand23568-0
MOVWOJ,Ru,ligand1-0 ligand1-0 ligand13-0 ligand368-0
JAKWAU,Pt,ligand1-0 ligand18-0 ligand10022-0 ligand10022-0
VIRXEA,Pt,ligand14789-0 ligand14789-0
VAYXEY,Pt,ligand955-0 ligand7354-0
PUBKIH,Pt,ligand3-0 ligand141-0 ligand141-0 ligand13921-0
OFIFEQ,Fe,ligand279-0 ligand279-0 ligand3187-0 ligand3187-0 ligand3187-0 ligand3187-0
OPAWEI,Ni,ligand2444-0 ligand31575-0
PUXXIR,Pd,ligand21-0 ligand584-0 ligand584-0
BAWJUH,Ru,ligand115-0 ligand115-0 ligand2122-0
XERWOJ,Au,ligand1-0 ligand6678-0 ligand7886-0 ligand9865-0
KUHJED,Ni,ligand89-0 ligand7641-0
LIBXUP,Mo,ligand24-0 ligand24-0 ligand78-0 ligand2243-0
HEDWOC,Pt,ligand3-0 ligand11553-0
EJIPUK,Au,ligand1-0 ligand10073-0
GERSUS,Ru,ligand1-0 ligand4-0 ligand4-0 ligand22147-0
BOHPUK,Pt,ligand830-0 ligand5297-0 ligand5298-0
UGINED,Ni,ligand532-0 ligand16976-0
OJUHUX,Fe,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand7613-0
NEKVIK,Ru,ligand4-0 ligand4-0 ligand40-0 ligand40-0 ligand28349-0
KAQHUG,Ru,ligand1-0 ligand1-0 ligand133-0 ligand133-0 ligand11722-0
YACQOI,Fe,ligand4-0 ligand4-0 ligand4-0 ligand23861-0
MIPDAS,Ru,ligand1-0 ligand115-0 ligand4516-0
ACPIPR,Re,ligand1-0 ligand1-0 ligand1-0 ligand2616-0 ligand2616-0 ligand2737-0
OPEREI,Pd,ligand575-0 ligand575-0 ligand13453-0 ligand13453-0
ZULTIJ,Au,ligand51-0 ligand3033-0
FEYNAY,Zr,ligand3-0 ligand3-0 ligand1576-0 ligand1576-0
TEKYUD,Ni,ligand7370-0 ligand7370-0
BAZMOH,Ru,ligand1-0 ligand1-0 ligand51-0 ligand20267-0
XEQROC,Zr,ligand1-0 ligand45-0 ligand21181-0 ligand21181-0
RAQYIT,Au,ligand105-0 ligand29145-0
TIGXIS,Zn,ligand279-0 ligand279-0 ligand3778-0 ligand3778-0
MOYDIN,Pt,ligand8-0 ligand7604-0
SEKPOQ,Rh,ligand1-0 ligand1-0 ligand51-0 ligand51-0 ligand199-0
BOVCEX,Au,ligand1-0 ligand15821-0
QEXJOV,Cu,ligand40-0 ligand51-0 ligand9771-0
AXOKAZ,Zn,ligand1-0 ligand1-0 ligand30837-0
MAVTUZ,Ta,ligand416-0 ligand416-0 ligand416-0 ligand2332-0 ligand2332-0
ZOWMIJ,Fe,ligand384-0 ligand384-0 ligand7313-0
QEHBEN,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand16652-0
CETYEI,Mo,ligand24-0 ligand24-0 ligand188-0 ligand3094-0
GIZPAI,Os,ligand845-0 ligand2117-0
NIPZOD,Fe,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand3090-0
GIFGEI,Ni,ligand1-0 ligand1-0 ligand28109-0
BUNQEI,Pd,ligand40-0 ligand40-0 ligand177-0 ligand8522-0
SUHGEH,Tc,ligand24-0 ligand294-0 ligand772-0 ligand772-0
DIGCII,Pt,ligand383-0 ligand383-0 ligand934-0
HIWQAH,Ta,ligand48-0 ligand8303-0
IPEPNI,Ni,ligand3118-0 ligand3118-0
MUYTEH,Ni,ligand92-0 ligand25890-0
GOBBOP,Pt,ligand188-0 ligand15642-0
YIQGAI,Ni,ligand19301-0
WISBEI,Y,ligand1258-0 ligand1258-0 ligand3977-0
LUYDAK,Pd,ligand1-0 ligand1-0 ligand10692-0
JUZMIA,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand17620-0
EJAVES,Ru,ligand13-0 ligand3471-0 ligand6678-0
ECEYIX,Ti,ligand1-0 ligand45-0 ligand1429-0
LAZGOJ,W,ligand618-0 ligand1771-0 ligand3244-0
JELZEF,Tc,ligand1-0 ligand1-0 ligand24-0 ligand1927-0
UHEKEY,Zn,ligand33-0 ligand33-0 ligand40-0 ligand40-0
QODXEM,Pt,ligand1-0 ligand1-0 ligand25670-0
YIZXOX,Ni,ligand1-0 ligand45-0 ligand1951-0
MOZFAJ,Cd,ligand1-0 ligand18410-0 ligand18410-0
XIRNUH,Ru,ligand1-0 ligand48-0 ligand19401-0
LOHMUS,Ni,ligand73-0 ligand29458-0
YOWMAY,Zn,ligand188-0 ligand188-0 ligand12443-0 ligand12443-0
YABBEK,Pd,ligand1-0 ligand2315-0 ligand15972-0
FUGJEX,Pd,ligand1-0 ligand1-0 ligand1228-0 ligand1228-0
VOMVUQ,V,ligand24-0 ligand24-0 ligand17909-0
BEZNEA,Pt,ligand18-0 ligand142-0 ligand13003-0
FEHBAY,Zn,ligand10806-0 ligand10806-0
LEXKAA,Zr,ligand1-0 ligand1-0 ligand17469-0
REWPIT,Pd,ligand1-0 ligand1-0 ligand6490-0
LIJBUC,Pd,ligand1-0 ligand18-0 ligand18490-0
MEQROS,Pd,ligand2667-0
XEMNUY,La,ligand34-0 ligand34-0 ligand34-0 ligand34-0 ligand34-0 ligand34-0 ligand5715-0 ligand5716-0 ligand5716-0
FEXDER,Pd,ligand40-0 ligand4071-0 ligand4725-0
XUFHAI,Pd,ligand1-0 ligand30153-0
VUXTOZ,Zn,ligand1-0 ligand1-0 ligand897-0 ligand897-0
NOYSOL,Ti,ligand1-0 ligand48-0 ligand1429-0
MAWRIM,Pd,ligand699-0 ligand2345-0
AFURIF,Ag,ligand24013-0
TIYWIK,Au,ligand6267-0 ligand10132-0
WACNUJ,Mn,ligand4-0 ligand4-0 ligand4-0 ligand201-0 ligand9364-0
FULKAY,Mn,ligand4-0 ligand4-0 ligand4-0 ligand3647-0 ligand23616-0
XIQGAI,Ni,ligand45-0 ligand366-0 ligand25466-0
PAYTAN,Au,ligand934-0 ligand13881-0
UVOFUI,Ru,ligand1-0 ligand13-0 ligand12706-0
WOHKAI,Ru,ligand13-0 ligand188-0 ligand20663-0
YAQMUA,Mo,ligand24-0 ligand24-0 ligand9170-0
LARZEK,Fe,ligand9959-0
VAVLIO,Cr,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand19261-0
WOKWOI,Ru,ligand1-0 ligand48-0 ligand2295-0
JAJCON,Pt,ligand40-0 ligand7550-0 ligand7550-0 ligand7550-0
TEVHAG,Zn,ligand600-0 ligand12142-0 ligand12142-0
OJIVUY,Fe,ligand279-0 ligand279-0 ligand1045-0 ligand1045-0
YITVAY,Au,ligand1376-0 ligand2438-0
XUTHEA,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand51-0 ligand746-0
MOCKUK,Pt,ligand18-0 ligand51-0 ligand85-0
AGOTIA,Re,ligand1-0 ligand24-0 ligand557-0 ligand557-0
GAPMIT,Co,ligand1774-0 ligand1774-0 ligand1774-0
RECTIF,Au,ligand51-0 ligand16833-0
SADGIN,Pt,ligand1-0 ligand141-0 ligand141-0 ligand20293-0
NUVNAU,Pt,ligand18-0 ligand18-0 ligand18-0 ligand118-0 ligand26323-0
AJUYAH,Ir,ligand521-0 ligand10633-0 ligand10633-0
AQUROT,Ru,ligand1-0 ligand1-0 ligand49-0 ligand133-0 ligand133-0 ligand133-0
LOMWER,Zr,ligand1-0 ligand1-0 ligand3498-0
GEVMOJ,Cu,ligand1907-0 ligand1907-0
LITXAQ,Pt,ligand1-0 ligand838-0
KEKFUD,Hg,ligand3-0 ligand3-0 ligand14836-0
YATGAC,Zr,ligand1-0 ligand1-0 ligand45-0 ligand26451-0
CERFUA,Cu,ligand29-0 ligand29675-0
ISOJIL,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand6672-0
HIBMUB,Ru,ligand45-0 ligand51-0 ligand235-0
OFEPOH,Pt,ligand1-0 ligand1-0 ligand23963-0
TOQJIS,Pt,ligand40-0 ligand19617-0
CIVCOA,Pd,ligand1-0 ligand17818-0
AYOPOT,Ru,ligand1-0 ligand4-0 ligand3837-0 ligand3838-0
DIFWIY,Mo,ligand24-0 ligand24-0 ligand10432-0 ligand10432-0
SIWWUR,Pt,ligand3-0 ligand3-0 ligand3-0 ligand6277-0
ORAJOI,Ru,ligand1-0 ligand13-0 ligand16665-0
WOMVUQ,Pt,ligand1-0 ligand1-0 ligand1-0 ligand188-0 ligand1479-0
BAXROI,Ru,ligand1-0 ligand197-0 ligand9650-0
VANKUQ,Pt,ligand1-0 ligand1-0 ligand11226-0
PEJMOG,Pd,ligand1-0 ligand1-0 ligand421-0 ligand421-0
TODMIK,Pt,ligand1-0 ligand1-0 ligand166-0 ligand1285-0
NABYUN,Ru,ligand1-0 ligand13-0 ligand18414-0
BSPRWC,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand15223-0
RIPWUL,Cu,ligand1-0 ligand1951-0
XEQKOV,Ru,ligand1-0 ligand1-0 ligand86-0 ligand23645-0
JEHHEK,Zn,ligand3-0 ligand26533-0
XERWAV,Au,ligand1-0 ligand7886-0 ligand9865-0 ligand29336-0
YOXGIC,Pd,ligand1-0 ligand1-0 ligand188-0 ligand4914-0
EFOHUF,V,ligand24-0 ligand1705-0 ligand28607-0
JACTOX,Pd,ligand1-0 ligand1-0 ligand22553-0
FUTWIB,Fe,ligand68-0 ligand4763-0
TEFPOK,Pt,ligand366-0 ligand366-0 ligand784-0 ligand784-0
CIQJEU,Au,ligand3-0 ligand21474-0
POCFOC,Zn,ligand8-0 ligand18-0 ligand8713-0
NISQAI,Co,ligand291-0 ligand444-0 ligand3188-0
DICXAQ,Sc,ligand1-0 ligand1-0 ligand326-0 ligand326-0 ligand5926-0
XOYTOU,Hg,ligand1-0 ligand15371-0
RAWQUE,Ni,ligand20515-0
QUSBUB,Ru,ligand662-0 ligand1959-0 ligand29328-0
RUPNUM,Zr,ligand45-0 ligand45-0 ligand21006-0
VAWHOT,Zn,ligand14229-0 ligand14229-0
SIVTUO,Pd,ligand1-0 ligand2810-0
IVUFEK,Pd,ligand1-0 ligand51-0 ligand14587-0
YACQAU,Fe,ligand4-0 ligand4-0 ligand4-0 ligand21237-0
MISXAO,Os,ligand24-0 ligand24-0 ligand115-0 ligand22870-0
FOMHEU,Cu,ligand115-0 ligand1324-1
YOGWUN,Ti,ligand1-0 ligand1-0 ligand23845-0
EZASON,Re,ligand4-0 ligand4-0 ligand4-0 ligand868-0 ligand868-0 ligand868-0
NUPTOH,Pd,ligand1-0 ligand1-0 ligand4979-0 ligand4979-0
JOPFAY,Ni,ligand7136-0
PEMDES,Pt,ligand1-0 ligand1-0 ligand11603-0
VOMJEM,Mo,ligand1-0 ligand1-0 ligand1-0 ligand24-0 ligand27520-0
COZLOT,Pt,ligand283-0 ligand5566-0
PUVDUH,Fe,ligand40-0 ligand602-0 ligand1951-0
CIXZAM,Ni,ligand3-0 ligand3-0 ligand4423-0
FARREV,Mo,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand830-0
DIHPOZ,Pd,ligand1-0 ligand1-0 ligand16042-0
QORMEQ,Ir,ligand1747-0 ligand2556-0
QOMHAB,Mo,ligand57-0 ligand57-0 ligand1294-0 ligand1294-0
MAFYAW,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand18832-0
JEXPIO,Mo,ligand338-0 ligand4155-0 ligand13774-0
DALSOZ,V,ligand24-0 ligand78-0 ligand294-0 ligand20868-0
WILYIB,Ag,ligand1-0 ligand12100-0
REPNAE,Rh,ligand4-0 ligand40-0 ligand40-0 ligand20986-0
WOSLAT,Ni,ligand113-0 ligand3251-0
NEKFAK,Ni,ligand18196-0
KUBXIO,Zr,ligand1-0 ligand1-0 ligand21197-0 ligand21197-0
VALFET,Ru,ligand38-0 ligand38-0 ligand38-0 ligand38-0 ligand3189-0
RUZGAW,Pd,ligand1-0 ligand1-0 ligand30282-0 ligand30282-0
BEKPUE,Co,ligand48-0 ligand278-0 ligand383-0
ABEGOD,Co,ligand30465-0
HATRAV,Pd,ligand162-0 ligand19411-0
ELUGUN,Re,ligand1-0 ligand1-0 ligand16-0 ligand67-0 ligand67-0 ligand3926-0
BENDIH,Cu,ligand16717-0
NUSVIG,Re,ligand4-0 ligand4-0 ligand4-0 ligand49-0 ligand8616-0
OMENOJ,Ru,ligand1-0 ligand45-0 ligand51-0 ligand4451-0
XADVEE,Pt,ligand1-0 ligand1-0 ligand2485-0
HECYOE,Cr,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand393-0
TEWPUH,Ru,ligand1-0 ligand13-0 ligand142-0 ligand142-0
SIFBUG,Pd,ligand1-0 ligand384-0 ligand22635-0
XEHCEU,Ag,ligand26305-0
YAJFAT,Ru,ligand1-0 ligand13-0 ligand17736-0
KOCREA,Ti,ligand1-0 ligand1-0 ligand6167-0
QEDMOB,Mo,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand3630-0
CAZMAT,Pd,ligand18-0 ligand18-0 ligand16354-0
HIHSAU,Pd,ligand115-0 ligand4894-0 ligand4894-0
BIXZAM,Zr,ligand18-0 ligand48-0 ligand48-0 ligand743-0
XOBCIC,Cd,ligand196-0 ligand196-0 ligand4965-0
EGAXIT,Pt,ligand18-0 ligand18-0 ligand17995-0
JANVIE,Fe,ligand4-0 ligand45-0 ligand30648-0
QAYDEZ,Pd,ligand38-0 ligand38-0 ligand196-0 ligand1056-0
BUJZIR,Ir,ligand48-0 ligand49-0 ligand24411-0
DOJJUK,Rh,ligand178-0 ligand178-0 ligand178-0 ligand178-0
USUSUX,Ni,ligand1-0 ligand1-0 ligand3517-0
TAZQUH,Ir,ligand3-0 ligand140-0 ligand1747-0
VIJCEW,Re,ligand24-0 ligand24-0 ligand40-0 ligand51-0 ligand51-0
GEBKUT,Cd,ligand600-0 ligand600-0 ligand17626-0 ligand17626-0
NEYFEC,Ir,ligand1-0 ligand1-0 ligand1-0 ligand660-0 ligand5365-0
MIYJAG,Co,ligand8389-0 ligand8389-0
SAYJAE,Mo,ligand24-0 ligand24-0 ligand26551-0
ROZYOV,Co,ligand278-0 ligand10119-0
NAQFAP,Rh,ligand1-0 ligand4-0 ligand48-0 ligand7156-0
MISTUG,Pt,ligand1-0 ligand1-0 ligand51-0 ligand28203-0
SASTUE,Co,ligand923-0 ligand22866-0
QEFBEK,Zn,ligand40-0 ligand40-0 ligand4709-0
YUDBUU,Pt,ligand1-0 ligand95-0 ligand188-0
DEFGUR,Au,ligand5048-0 ligand11910-0
YATPAN,Pd,ligand1-0 ligand23862-0
VIQZOM,Rh,ligand40-0 ligand48-0 ligand49-0 ligand178-0
OQAGUJ,Cu,ligand40-0 ligand1476-0
COBNOW,Mo,ligand4-0 ligand4-0 ligand45-0 ligand21132-0
ROGDAV,Pd,ligand40-0 ligand40-0 ligand51-0 ligand6489-0
OKUSUJ,Zn,ligand115-0 ligand6575-0 ligand6575-0
NAGMIT,Nb,ligand55-0 ligand55-0 ligand55-0 ligand55-0 ligand185-0 ligand185-0
JEYZAP,Pt,ligand1-0 ligand1-0 ligand28943-0 ligand28943-0
CISLEV,Ag,ligand51-0 ligand1248-0 ligand1248-0 ligand1248-0
XEFSAD,Ru,ligand1-0 ligand1-0 ligand4-0 ligand4-0 ligand4-0 ligand188-0
EQINOJ,Ru,ligand1-0 ligand1-0 ligand13-0 ligand8164-0
JARHEP,Mn,ligand4-0 ligand4-0 ligand4-0 ligand984-0
XOXYAL,Pt,ligand1-0 ligand1-0 ligand3586-0 ligand3586-0
UZADUW,Ni,ligand370-0 ligand19077-0
CONHOF,Pd,ligand4990-0
HOMKAV,Os,ligand89-0 ligand89-0 ligand89-0 ligand89-0 ligand89-0 ligand250-0 ligand250-0
LUMWAT,Pd,ligand1-0 ligand1-0 ligand14932-0
TEXXEA,Ag,ligand51-0 ligand73-0 ligand85-0
DUDQEZ,Ti,ligand69-0 ligand108-0 ligand108-0 ligand108-0
EDUTOO,Cu,ligand51-0 ligand51-0 ligand15547-0
FEXTAF,Ti,ligand1-0 ligand1-0 ligand6824-0 ligand6824-0
EWIRUX,Ni,ligand1-0 ligand1-0 ligand22575-0
ROFQIM,Co,ligand359-0 ligand359-0 ligand4976-0 ligand9835-0
POMGEE,Rh,ligand4-0 ligand4-0 ligand25385-0
XEJZER,Ni,ligand3-0 ligand3-0 ligand6918-0
IVEVIQ,Fe,ligand4-0 ligand4-0 ligand48-0 ligand25953-0
CAJMIM,Zn,ligand15574-0 ligand15574-0
NEDMAM,Fe,ligand188-0 ligand188-0 ligand1943-0 ligand1943-0
GUZHIT,Ru,ligand1-0 ligand1-0 ligand3722-0
XEKWIT,Pt,ligand1-0 ligand1-0 ligand27082-0 ligand27082-0
DOSXAN,Ir,ligand1-0 ligand48-0 ligand1490-0
MUCDUJ,Mo,ligand24-0 ligand24-0 ligand785-0 ligand27793-0
FUDPEB,Ti,ligand1-0 ligand1-0 ligand274-0 ligand22054-0
REVBEA,Pd,ligand1-0 ligand1-0 ligand2104-0
XEFKEY,Ti,ligand1-0 ligand1-0 ligand1-0 ligand1-0 ligand1459-0 ligand1459-0
LASFER,Ni,ligand1-0 ligand51-0 ligand24158-0
JIZLOU,Re,ligand4-0 ligand4-0 ligand4-0 ligand51-0 ligand31193-0
CUXBIG,Fe,ligand4-0 ligand45-0 ligand51-0 ligand6394-0
VUTZOB,Fe,ligand1-0 ligand1-0 ligand4-0 ligand2820-0
TEWZOM,Hg,ligand40-0 ligand40-0 ligand9775-0
NEVTIS,Pt,ligand197-0 ligand26266-0
JAHCAW,Cu,ligand279-0 ligand26187-0 ligand26187-0
QAXXET,Cu,ligand4-0 ligand10644-0
IBIQAN,Mo,ligand14370-0 ligand14370-0 ligand14370-0
XOGDAB,Rh,ligand1-0 ligand48-0 ligand26022-0
KIJMOG,Re,ligand24-0 ligand24-0 ligand391-0 ligand391-0
XAKJEY,Ti,ligand9572-0 ligand9573-0
VIFTIN,Mo,ligand38-0 ligand38-0 ligand38-0 ligand370-0 ligand13487-0
JATCEM,Pd,ligand1-0 ligand1-0 ligand21806-0 ligand21806-0
PACCUU,Zr,ligand416-0 ligand416-0 ligand416-0 ligand6142-0
VAWGIL,Co,ligand8979-0 ligand8979-0
DUPVUG,Pt,ligand3-0 ligand18-0 ligand193-0
ZOLPUN,Ru,ligand1-0 ligand13-0 ligand30505-0
FEZSIN,Ru,ligand4-0 ligand197-0 ligand3305-0
NUSNOE,Re,ligand1-0 ligand24-0 ligand2863-0 ligand30396-0
EREXOP,Pt,ligand40-0 ligand40-0 ligand9835-0 ligand9835-0
MOCQIE,Tc,ligand24-0 ligand1516-0
ZURZAN,Re,ligand1-0 ligand24-0 ligand2260-0
WIXGUI,Pt,ligand40-0 ligand40-0 ligand12633-0
FOHVAB,Co,ligand188-0 ligand1284-0
OBOPEB,Pt,ligand12018-0 ligand12018-0
FEKQIV,Zn,ligand353-0 ligand353-0 ligand5583-0
LAHHOR,Fe,ligand68-0 ligand2259-0 ligand2259-0
HAZJEY,Co,ligand2762-0 ligand2811-0 ligand2811-0
KISKIH,Ni,ligand11-0 ligand29-0 ligand23053-0
NISWOD,Pt,ligand1-0 ligand9020-0
HAFJAC,Cu,ligand100-0 ligand100-0
GIFXEZ,Ru,ligand1-0 ligand484-0 ligand15889-0
VANVOY,Pd,ligand1-0 ligand9495-0 ligand9496-0
YEWYAB,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand26092-1
ZAGKIB,Cr,ligand16-0 ligand395-0 ligand395-0 ligand395-0
GAWKEX,Re,ligand4-0 ligand4-0 ligand4-0 ligand3874-0
WACTID,Cu,ligand40-0 ligand447-0 ligand10534-0
GOBJOY,Ti,ligand1-0 ligand1-0 ligand1-0 ligand194-0
HUWWAZ,Zn,ligand1-0 ligand1-0 ligand1-0 ligand25659-0
NIBRIZ,Os,ligand4-0 ligand89-0 ligand111-0 ligand118-0 ligand250-0 ligand250-0
TEFXOU,Ti,ligand45-0 ligand45-0 ligand29936-0
TEKHUO,Fe,ligand279-0 ligand279-0 ligand21419-0
CPTPTI,Ti,ligand45-0 ligand45-0 ligand6347-0
VOWFES,Mn,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand2022-0
KIBYOL,Ir,ligand1-0 ligand48-0 ligand3046-0
XOTNOJ,Nb,ligand45-0 ligand45-0 ligand89-0 ligand89-0 ligand159-0
WAVJEJ,Cr,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand27832-0
RENKUS,Au,ligand1-0 ligand1-0 ligand1-0 ligand7459-0
KANPEW,Ni,ligand99-0 ligand830-0
WALYEP,Cr,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand20874-0
DETCEL,Zn,ligand26464-0 ligand26464-0
PUFQEO,Ru,ligand1-0 ligand1-0 ligand86-0 ligand7598-0
REYHOS,Pt,ligand120-0 ligand366-0 ligand366-0 ligand1727-0
EFIHEJ,Pd,ligand421-0 ligand421-0 ligand10142-0 ligand10142-0
COHJEQ,Au,ligand1-0 ligand3173-0
JOGXAF,Co,ligand45-0 ligand26429-0
BAYLUK,Ru,ligand1-0 ligand133-0 ligand133-0 ligand133-0 ligand20236-0
HOTLOR,Pd,ligand1-0 ligand115-0 ligand140-0
AFELIG,Pt,ligand1-0 ligand1-0 ligand16576-0 ligand16576-0
IPUGEF,Ni,ligand30442-0 ligand30443-0
FUXWEA,Re,ligand24-0 ligand134-0 ligand134-0
LUKLEJ,Cu,ligand31143-0
XIGDID,Ru,ligand1-0 ligand845-0 ligand4060-0
EKAKEG,Pt,ligand1-0 ligand1-0 ligand12325-0
FIQPOK,Pd,ligand15484-0 ligand15484-0
IRAWIJ,Ir,ligand45-0 ligand140-0 ligand275-0
HEDDUS,Zn,ligand1-0 ligand1-0 ligand20940-0
VUNWEH,Au,ligand51-0 ligand5371-0
SOYVUZ,Pt,ligand2858-0 ligand2858-0
UBEFIT,Fe,ligand25809-0
QIXPIX,Pt,ligand1-0 ligand1-0 ligand1-0 ligand1-0 ligand109-0
VOPVAY,Zn,ligand6200-0 ligand6200-0
LORDIG,Pd,ligand3-0 ligand3-0 ligand4231-0 ligand4231-0
QEGGIS,Ni,ligand141-0 ligand141-0 ligand12248-0
XOWLIE,Ti,ligand2271-0 ligand20264-0
LOMHEA,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand28698-0
DAFNIJ,Ru,ligand1-0 ligand1-0 ligand845-0 ligand2386-0
LALXUS,Pt,ligand105-0 ligand105-0 ligand830-0
JERCAL,Cd,ligand29-0 ligand600-0 ligand16487-0
BIHCEB,Hf,ligand693-0 ligand693-0 ligand13582-0
YIXVOR,Ru,ligand1-0 ligand984-0 ligand6700-0
FEKTUK,Ni,ligand18047-0
BONBUC,Co,ligand40-0 ligand45-0 ligand2100-0
NEJZAE,Ti,ligand68-0 ligand1999-0 ligand1999-0
MAYZIV,Pt,ligand1-0 ligand18-0 ligand18-0 ligand596-0 ligand5506-0
XOZPEH,Pd,ligand1-0 ligand51-0 ligand16203-0
VAHLAS,Zn,ligand13739-0 ligand13739-0
NOMHOM,Ru,ligand1-0 ligand197-0 ligand7051-0
NABZEV,Ir,ligand1-0 ligand1-0 ligand48-0 ligand31748-0
GODGAI,Ni,ligand51-0 ligand140-0 ligand11648-0
WELZAR,Pd,ligand1-0 ligand1-0 ligand28372-0
QOXKUL,Fe,ligand3-0 ligand3-0 ligand10883-0
MABSEP,Ru,ligand45-0 ligand830-0 ligand12473-0
ESUNUD,Co,ligand188-0 ligand188-0 ligand2463-0 ligand2463-0
PEBQOE,Ag,ligand6695-0 ligand6695-0
KUDTOT,Pd,ligand2916-0 ligand21579-0
QEKFOD,Ni,ligand17-0 ligand872-0
NINFUL,Ru,ligand1-0 ligand1-0 ligand188-0 ligand10154-0
FULTAJ,Ag,ligand13195-0 ligand13195-0
UBIRUU,Co,ligand45-0 ligand196-0 ligand4333-0
KEZWAP,Ni,ligand17639-0 ligand17639-0
UPEPIQ,Ni,ligand3-0 ligand6389-0
XUZWEW,Pd,ligand1-0 ligand51-0 ligand960-0
YEFLAW,Ni,ligand3-0 ligand141-0 ligand141-0 ligand13921-0
NUNSAR,Ni,ligand6356-0 ligand6521-0 ligand20549-0
GEMLAM,Cu,ligand3-0 ligand49-0 ligand23080-0
JOBPOH,Pt,ligand1-0 ligand1-0 ligand17571-0
VUKFEO,Pd,ligand162-0 ligand27786-0
RAGTAV,Pt,ligand1-0 ligand3264-0
WIRWOM,W,ligand1-0 ligand1-0 ligand185-0 ligand338-0 ligand9873-0
XAQYET,Ni,ligand13575-0 ligand13575-0
HOHKOF,Pd,ligand21082-0
CIPQAU,Fe,ligand4-0 ligand4-0 ligand4-0 ligand27902-0
FARQUN,Fe,ligand38-0 ligand38-0 ligand38-0 ligand584-0 ligand4008-0
JURFIN,Pd,ligand3-0 ligand3-0 ligand28510-0
YAGROO,Ru,ligand1-0 ligand13-0 ligand1649-0
YIXCUD,Zr,ligand1294-0 ligand15869-0 ligand22930-0
KIJTAY,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand7648-0
PORBAA,Pd,ligand11-0 ligand5906-0
RIYSAV,Re,ligand1-0 ligand1-0 ligand710-0
HUJJOM,Ti,ligand45-0 ligand45-0 ligand31464-0 ligand31464-0
AXUNIQ,Pt,ligand1-0 ligand18496-0
UNOSUM,Ag,ligand31644-0 ligand31645-0
LEQSEG,Pd,ligand1-0 ligand1-0 ligand493-0 ligand493-0
IWACUF,Pt,ligand1-0 ligand140-0 ligand365-0
JOMJAY,Cu,ligand3-0 ligand51-0 ligand51-0 ligand22005-0
HUMDAW,Ir,ligand11-0 ligand17-0 ligand358-0
YOQJUL,Zn,ligand8-0 ligand8-0 ligand49-0 ligand14166-0
CAPWAU,Zn,ligand34-0 ligand13174-0
ROFXAO,Ni,ligand29-0 ligand1747-0
DOZTUJ,Hf,ligand1-0 ligand1-0 ligand5992-0 ligand5992-0
BAJTEL,Ni,ligand1175-0 ligand1175-0
DIYMOQ,Pd,ligand1-0 ligand18-0 ligand17977-0
FUFHOF,Pd,ligand40-0 ligand40-0 ligand4345-0
IQEZOT,Ni,ligand20095-0
ELISAV,Pt,ligand1-0 ligand3014-0
NOHNOP,Pd,ligand311-0 ligand13495-0
BEGBEV,Ru,ligand2990-0 ligand9144-0
PUJYIE,Ru,ligand1-0 ligand13-0 ligand2288-0
WELJEF,Zn,ligand1-0 ligand1-0 ligand10994-0
MITYIZ,Ru,ligand1-0 ligand1-0 ligand51-0 ligand23811-0
VEYDOT,Pt,ligand1-0 ligand1-0 ligand17857-0
YAYDOU,Pd,ligand51-0 ligand20340-0
IXANUR,Ru,ligand1-0 ligand313-0 ligand4392-0
TICKOI,Ni,ligand7120-0 ligand26055-0
